Timestamp,Address,RawValue,HumanValue,Delta
2026-04-26 18:57:12.691,12033,34124,34.124,-2647
2026-04-26 18:57:12.790,12038,22997,22.997,189
2026-04-26 18:57:12.849,11638,20324,20.324,188
2026-04-26 18:57:13.089,11565,520,0.520,-2646
2026-04-26 18:57:13.190,11570,23094,23.094,189
2026-04-26 18:57:13.451,12033,29439,29.439,-4685
2026-04-26 18:57:13.550,12038,23183,23.183,186
2026-04-26 18:57:13.631,11638,20516,20.516,192
2026-04-26 18:57:13.889,11565,62752,62.752,62232
2026-04-26 18:57:13.990,11570,23290,23.290,196
2026-04-26 18:57:14.260,12033,44663,44.663,15224
2026-04-26 18:57:14.281,12034,1922,1.922,-63314
2026-04-26 18:57:14.366,12038,23382,23.382,199
2026-04-26 18:57:14.419,11638,20709,20.709,193
2026-04-26 18:57:14.659,11565,10683,10.683,-52069
2026-04-26 18:57:14.684,11566,4734,4.734,-27710
2026-04-26 18:57:14.760,11570,23479,23.479,189
2026-04-26 18:57:15.007,12032,27739,27.739,-973
2026-04-26 18:57:15.020,12033,48157,48.157,3494
2026-04-26 18:57:15.039,12034,38000,38.000,36078
2026-04-26 18:57:15.120,12038,23568,23.568,186
2026-04-26 18:57:15.180,11638,20896,20.896,187
2026-04-26 18:57:15.389,11564,21280,21.280,-3560
2026-04-26 18:57:15.409,11565,15849,15.849,5166
2026-04-26 18:57:15.431,11566,5208,5.208,474
2026-04-26 18:57:15.510,11570,23663,23.663,184
2026-04-26 18:57:15.770,12032,24712,24.712,-3027
2026-04-26 18:57:15.792,12033,29096,29.096,-19061
2026-04-26 18:57:15.810,12034,24401,24.401,-13599
2026-04-26 18:57:15.889,12038,23757,23.757,189
2026-04-26 18:57:15.951,11638,21085,21.085,189
2026-04-26 18:57:16.180,11564,20840,20.840,-440
2026-04-26 18:57:16.204,11565,65383,65.383,49534
2026-04-26 18:57:16.221,11566,48790,48.790,43582
2026-04-26 18:57:16.300,11570,23856,23.856,193
2026-04-26 18:57:16.571,12033,45576,45.576,16480
2026-04-26 18:57:16.600,12034,11676,11.676,-12725
2026-04-26 18:57:16.681,12038,23951,23.951,194
2026-04-26 18:57:16.739,11638,21278,21.278,193
2026-04-26 18:57:16.980,11565,24238,24.238,-41145
2026-04-26 18:57:17.000,11566,39912,39.912,-8878
2026-04-26 18:57:17.080,11570,24048,24.048,192
2026-04-26 18:57:17.339,12033,4048,4.048,-41528
2026-04-26 18:57:17.359,12034,3030,3.030,-8646
2026-04-26 18:57:17.444,12038,24137,24.137,186
2026-04-26 18:57:17.501,11638,21465,21.465,187
2026-04-26 18:57:17.746,11565,46262,46.262,22024
2026-04-26 18:57:17.760,11566,32444,32.444,-7468
2026-04-26 18:57:17.840,11570,24234,24.234,186
2026-04-26 18:57:18.122,12033,51920,51.920,47872
2026-04-26 18:57:18.144,12034,65236,65.236,62206
2026-04-26 18:57:18.223,12038,24328,24.328,191
2026-04-26 18:57:18.279,11638,21656,21.656,191
2026-04-26 18:57:18.520,11565,17164,17.164,-29098
2026-04-26 18:57:18.619,11570,24425,24.425,191
2026-04-26 18:57:18.860,12032,22875,22.875,-1837
2026-04-26 18:57:18.879,12033,12399,12.399,-39521
2026-04-26 18:57:18.981,12038,24515,24.515,187
2026-04-26 18:57:19.043,11638,21842,21.842,186
2026-04-26 18:57:19.266,11564,50207,50.207,29367
2026-04-26 18:57:19.279,11565,45044,45.044,27880
2026-04-26 18:57:19.381,11570,24612,24.612,187
2026-04-26 18:57:19.621,12032,58621,58.621,35746
2026-04-26 18:57:19.642,12033,13488,13.488,1089
2026-04-26 18:57:19.743,12038,24701,24.701,186
2026-04-26 18:57:19.800,11638,22029,22.029,187
2026-04-26 18:57:20.022,11564,54373,54.373,4166
2026-04-26 18:57:20.146,11570,24798,24.798,186
2026-04-26 18:57:20.379,12032,63306,63.306,4685
2026-04-26 18:57:20.505,12038,24887,24.887,186
2026-04-26 18:57:20.560,11638,22215,22.215,186
2026-04-26 18:57:20.773,11564,60417,60.417,6044
2026-04-26 18:57:20.889,11570,24982,24.982,184
2026-04-26 18:57:21.139,12032,2455,2.455,-60851
2026-04-26 18:57:21.261,12038,25074,25.074,187
2026-04-26 18:57:21.323,11638,22401,22.401,186
2026-04-26 18:57:21.539,11564,63743,63.743,3326
2026-04-26 18:57:21.660,11570,25171,25.171,189
2026-04-26 18:57:21.900,12032,6460,6.460,4005
2026-04-26 18:57:22.021,12038,25260,25.260,186
2026-04-26 18:57:22.082,11638,22588,22.588,187
2026-04-26 18:57:22.300,11564,10344,10.344,-53399
2026-04-26 18:57:22.420,11570,25357,25.357,186
2026-04-26 18:57:22.681,12032,1000,1.000,-5460
2026-04-26 18:57:22.703,12033,1755,1.755,-11733
2026-04-26 18:57:22.800,12038,25451,25.451,191
2026-04-26 18:57:22.859,11638,22779,22.779,191
2026-04-26 18:57:23.079,11564,62664,62.664,52320
2026-04-26 18:57:23.099,11565,42659,42.659,-2385
2026-04-26 18:57:23.201,11570,25549,25.549,192
2026-04-26 18:57:23.462,12033,16163,16.163,14408
2026-04-26 18:57:23.566,12038,25638,25.638,187
2026-04-26 18:57:23.623,11638,22966,22.966,187
2026-04-26 18:57:23.869,11565,45985,45.985,3326
2026-04-26 18:57:23.961,11570,25735,25.735,186
2026-04-26 18:57:24.230,12033,18810,18.810,2647
2026-04-26 18:57:24.331,12038,25827,25.827,189
2026-04-26 18:57:24.389,11638,23154,23.154,188
2026-04-26 18:57:24.623,11565,51371,51.371,5386
2026-04-26 18:57:24.740,11570,25926,25.926,191
2026-04-26 18:57:24.983,12032,1312,1.312,312
2026-04-26 18:57:25.000,12033,47936,47.936,29126
2026-04-26 18:57:25.100,12038,26015,26.015,188
2026-04-26 18:57:25.162,11638,23343,23.343,189
2026-04-26 18:57:25.401,11564,27035,27.035,-35629
2026-04-26 18:57:25.420,11565,10724,10.724,-40647
2026-04-26 18:57:25.522,11570,26117,26.117,191
2026-04-26 18:57:25.761,12032,25066,25.066,23754
2026-04-26 18:57:25.784,12033,44704,44.704,-3232
2026-04-26 18:57:25.903,12038,26212,26.212,197
2026-04-26 18:57:25.962,11638,23539,23.539,196
2026-04-26 18:57:28.423,11564,1486,1.486,-4598
2026-04-26 18:57:28.543,11570,26858,26.858,191
2026-04-26 18:57:28.792,12032,24710,24.710,19135
2026-04-26 18:57:28.810,12033,51585,51.585,6881
2026-04-26 18:57:28.912,12038,26950,26.950,194
2026-04-26 18:57:28.978,11638,24279,24.279,195
2026-04-26 18:57:29.221,11564,20840,20.840,19354
2026-04-26 18:57:29.242,11565,6290,6.290,-4434
2026-04-26 18:57:29.353,11570,27057,27.057,199
2026-04-26 18:57:29.610,12032,24712,24.712,2
2026-04-26 18:57:29.630,12033,39966,39.966,-11619
2026-04-26 18:57:29.731,12038,27151,27.151,201
2026-04-26 18:57:29.794,11638,24479,24.479,200
2026-04-26 18:57:30.047,11565,8374,8.374,2084
2026-04-26 18:57:30.141,11570,27250,27.250,193
2026-04-26 18:57:30.402,12033,12713,12.713,-27253
2026-04-26 18:57:30.500,12038,27340,27.340,189
2026-04-26 18:57:30.583,11638,24673,24.673,194
2026-04-26 18:57:31.056,11565,45395,45.395,37021
2026-04-26 18:57:31.077,11566,5208,5.208,-27236
2026-04-26 18:57:31.165,11570,27501,27.501,251
2026-04-26 18:57:31.442,12032,25528,25.528,816
2026-04-26 18:57:31.468,12033,11130,11.130,-1583
2026-04-26 18:57:31.481,12034,37958,37.958,-27278
2026-04-26 18:57:31.590,12038,27600,27.600,260
2026-04-26 18:57:31.663,11638,24937,24.937,264
2026-04-26 18:57:31.881,11564,22768,22.768,1928
2026-04-26 18:57:31.902,11565,42729,42.729,-2666
2026-04-26 18:57:31.922,11566,50661,50.661,45453
2026-04-26 18:57:32.010,11570,27707,27.707,206
2026-04-26 18:57:32.261,12032,26640,26.640,1112
2026-04-26 18:57:32.286,12033,22084,22.084,10954
2026-04-26 18:57:32.301,12034,13814,13.814,-24144
2026-04-26 18:57:32.383,12038,27801,27.801,201
2026-04-26 18:57:32.443,11638,25128,25.128,191
2026-04-26 18:57:32.701,11565,1003,1.003,-41726
2026-04-26 18:57:32.723,11566,41818,41.818,-8843
2026-04-26 18:57:32.802,11570,27903,27.903,196
2026-04-26 18:57:33.101,12033,47625,47.625,25541
2026-04-26 18:57:33.120,12034,4471,4.471,-9343
2026-04-26 18:57:33.201,12038,28002,28.002,201
2026-04-26 18:57:33.266,11638,25330,25.330,202
2026-04-26 18:57:33.502,11565,25987,25.987,24984
2026-04-26 18:57:33.533,11566,32670,32.670,-9148
2026-04-26 18:57:33.611,11570,28101,28.101,198
2026-04-26 18:57:33.877,12033,13883,13.883,-33742
2026-04-26 18:57:33.891,12034,65236,65.236,60765
2026-04-26 18:57:33.973,12038,28191,28.191,189
2026-04-26 18:57:34.033,11638,25518,25.518,188
2026-04-26 18:57:34.270,11565,42283,42.283,16296
2026-04-26 18:57:34.290,11566,32444,32.444,-226
2026-04-26 18:57:34.372,11570,28288,28.288,187
2026-04-26 18:57:34.614,12032,25587,25.587,-1053
2026-04-26 18:57:34.632,12033,41141,41.141,27258
2026-04-26 18:57:34.731,12038,28377,28.377,186
2026-04-26 18:57:34.791,11638,25705,25.705,187
2026-04-26 18:57:35.012,11564,56013,56.013,33245
2026-04-26 18:57:35.032,11565,9044,9.044,-33239
2026-04-26 18:57:35.133,11570,28474,28.474,186
2026-04-26 18:57:35.373,12032,65441,65.441,39854
2026-04-26 18:57:35.392,12033,43024,43.024,1883
2026-04-26 18:57:35.502,12038,28566,28.566,189
2026-04-26 18:57:35.567,11638,25894,25.894,189
2026-04-26 18:57:35.791,11564,23659,23.659,-32354
2026-04-26 18:57:35.818,11565,6650,6.650,-2394
2026-04-26 18:57:35.915,11570,28665,28.665,191
2026-04-26 18:57:36.150,12032,25712,25.712,-39729
2026-04-26 18:57:36.170,12033,9409,9.409,-33615
2026-04-26 18:57:36.273,12038,28755,28.755,189
2026-04-26 18:57:36.332,11638,26082,26.082,188
2026-04-26 18:57:36.554,11564,21840,21.840,-1819
2026-04-26 18:57:36.572,11565,40925,40.925,34275
2026-04-26 18:57:36.672,11570,28852,28.852,187
2026-04-26 18:57:36.933,12033,13750,13.750,4341
2026-04-26 18:57:37.031,12038,28941,28.941,186
2026-04-26 18:57:37.092,11638,26269,26.269,187
2026-04-26 18:57:37.666,11565,55427,55.427,14502
2026-04-26 18:57:37.773,11570,29122,29.122,270
2026-04-26 18:57:38.031,12032,25831,25.831,119
2026-04-26 18:57:38.051,12033,48616,48.616,34866
2026-04-26 18:57:38.151,12038,29216,29.216,275
2026-04-26 18:57:38.213,11638,26544,26.544,275
2026-04-26 18:57:38.444,11564,48348,48.348,26508
2026-04-26 18:57:38.467,11565,10724,10.724,-44703
2026-04-26 18:57:38.561,11570,29315,29.315,193
2026-04-26 18:57:38.800,12032,45700,45.700,19869
2026-04-26 18:57:38.822,12033,44704,44.704,-3912
2026-04-26 18:57:38.923,12038,29405,29.405,189
2026-04-26 18:57:38.981,11638,26732,26.732,188
2026-04-26 18:57:39.201,11564,18577,18.577,-29771
2026-04-26 18:57:39.221,11565,11351,11.351,627
2026-04-26 18:57:39.323,11570,29502,29.502,187
2026-04-26 18:57:39.573,12032,26640,26.640,-19060
2026-04-26 18:57:39.602,12033,6861,6.861,-37843
2026-04-26 18:57:39.703,12038,29596,29.596,191
2026-04-26 18:57:39.766,11638,26924,26.924,192
2026-04-26 18:57:39.983,11564,22768,22.768,4191
2026-04-26 18:57:40.004,11565,37586,37.586,26235
2026-04-26 18:57:40.101,11570,29693,29.693,191
2026-04-26 18:57:40.365,12033,1649,1.649,-5212
2026-04-26 18:57:40.465,12038,29782,29.782,186
2026-04-26 18:57:40.564,11638,27120,27.120,196
2026-04-26 18:57:40.809,11565,23714,23.714,-13872
2026-04-26 18:57:40.903,11570,29889,29.889,196
2026-04-26 18:57:41.162,12033,61375,61.375,59726
2026-04-26 18:57:41.182,12034,11178,11.178,-54058
2026-04-26 18:57:41.273,12038,29981,29.981,199
2026-04-26 18:57:41.333,11638,27309,27.309,189
2026-04-26 18:57:41.563,11564,25293,25.293,2525
2026-04-26 18:57:41.597,11565,20842,20.842,-2872
2026-04-26 18:57:41.611,11566,5208,5.208,-27236
2026-04-26 18:57:41.702,11570,30085,30.085,196
2026-04-26 18:57:41.955,12032,28568,28.568,1928
2026-04-26 18:57:41.973,12033,40632,40.632,-20743
2026-04-26 18:57:42.007,12034,36966,36.966,25788
2026-04-26 18:57:42.114,12038,30187,30.187,206
2026-04-26 18:57:42.185,11638,27517,27.517,208
2026-04-26 18:57:42.412,11564,24696,24.696,-597
2026-04-26 18:57:42.431,11565,7776,7.776,-13066
2026-04-26 18:57:42.452,11566,50130,50.130,44922
2026-04-26 18:57:42.532,11570,30289,30.289,204
2026-04-26 18:57:42.804,12033,53408,53.408,12776
2026-04-26 18:57:42.827,12034,13117,13.117,-23849
2026-04-26 18:57:42.904,12038,30381,30.381,194
2026-04-26 18:57:42.961,11638,27708,27.708,191
2026-04-26 18:57:43.201,11565,31816,31.816,24040
2026-04-26 18:57:43.224,11566,41353,41.353,-8777
2026-04-26 18:57:43.303,11570,30478,30.478,189
2026-04-26 18:57:43.584,12033,12264,12.264,-41144
2026-04-26 18:57:43.603,12034,4239,4.239,-8878
2026-04-26 18:57:43.682,12038,30572,30.572,191
2026-04-26 18:57:43.748,11638,27901,27.901,193
2026-04-26 18:57:43.992,11565,56312,56.312,24496
2026-04-26 18:57:44.014,11566,32549,32.549,-8804
2026-04-26 18:57:44.091,11570,30671,30.671,193
2026-04-26 18:57:44.351,12033,45915,45.915,33651
2026-04-26 18:57:44.370,12034,65236,65.236,60997
2026-04-26 18:57:44.464,12038,30763,30.763,191
2026-04-26 18:57:44.524,11638,28091,28.091,190
2026-04-26 18:57:44.765,11565,10975,10.975,-45337
2026-04-26 18:57:44.783,11566,32444,32.444,-105
2026-04-26 18:57:44.865,11570,30860,30.860,189
2026-04-26 18:57:45.103,12032,26668,26.668,-1900
2026-04-26 18:57:45.122,12033,5984,5.984,-39931
2026-04-26 18:57:45.223,12038,30950,30.950,187
2026-04-26 18:57:45.284,11638,28277,28.277,186
2026-04-26 18:57:45.502,11564,53514,53.514,28818
2026-04-26 18:57:45.523,11565,38580,38.580,27605
2026-04-26 18:57:45.623,11570,31047,31.047,187
2026-04-26 18:57:45.865,12032,62151,62.151,35483
2026-04-26 18:57:45.892,12033,7024,7.024,1040
2026-04-26 18:57:46.003,12038,31141,31.141,191
2026-04-26 18:57:46.065,11638,28469,28.469,192
2026-04-26 18:57:46.283,11564,24658,24.658,-28856
2026-04-26 18:57:46.302,11565,35068,35.068,-3512
2026-04-26 18:57:46.402,11570,31238,31.238,191
2026-04-26 18:57:46.643,12032,27640,27.640,-34511
2026-04-26 18:57:46.672,12033,32454,32.454,25430
2026-04-26 18:57:46.773,12038,31330,31.330,189
2026-04-26 18:57:46.832,11638,28657,28.657,188
2026-04-26 18:57:47.065,11564,23768,23.768,-890
2026-04-26 18:57:47.082,11565,61628,61.628,26560
2026-04-26 18:57:47.193,11570,31432,31.432,194
2026-04-26 18:57:47.452,12033,33773,33.773,1319
2026-04-26 18:57:47.552,12038,31521,31.521,191
2026-04-26 18:57:47.613,11638,28849,28.849,192
2026-04-26 18:57:47.854,11565,64274,64.274,2646
2026-04-26 18:57:47.976,11570,31623,31.623,191
2026-04-26 18:57:48.232,12033,35710,35.710,1937
2026-04-26 18:57:48.343,12038,31715,31.715,194
2026-04-26 18:57:48.412,11638,29045,29.045,196
2026-04-26 18:57:48.665,11564,29189,29.189,5421
2026-04-26 18:57:48.683,11565,40260,40.260,-24014
2026-04-26 18:57:48.784,11570,31822,31.822,199
2026-04-26 18:57:49.022,12032,7538,7.538,-20102
2026-04-26 18:57:49.045,12033,8704,8.704,-27006
2026-04-26 18:57:49.142,12038,31911,31.911,196
2026-04-26 18:57:49.203,11638,29239,29.239,194
2026-04-26 18:57:49.423,11564,2106,2.106,-27083
2026-04-26 18:57:49.543,11570,32008,32.008,186
2026-04-26 18:57:49.782,12032,28294,28.294,20756
2026-04-26 18:57:49.803,12033,13824,13.824,5120
2026-04-26 18:57:49.903,12038,32097,32.097,186
2026-04-26 18:57:49.966,11638,29425,29.425,186
2026-04-26 18:57:50.182,11564,24696,24.696,22590
2026-04-26 18:57:50.202,11565,24314,24.314,-15946
2026-04-26 18:57:50.303,11570,32194,32.194,186
2026-04-26 18:57:50.543,12032,28568,28.568,274
2026-04-26 18:57:50.566,12033,53233,53.233,39409
2026-04-26 18:57:50.665,12038,32284,32.284,187
2026-04-26 18:57:50.733,11638,29614,29.614,189
2026-04-26 18:57:50.973,11565,21607,21.607,-2707
2026-04-26 18:57:51.073,11570,32383,32.383,189
2026-04-26 18:57:51.342,12033,24705,24.705,-28528
2026-04-26 18:57:51.442,12038,32475,32.475,191
2026-04-26 18:57:51.504,11638,29803,29.803,189
2026-04-26 18:57:51.742,11565,56931,56.931,35324
2026-04-26 18:57:51.765,11566,58725,58.725,26281
2026-04-26 18:57:51.843,11570,32572,32.572,189
2026-04-26 18:57:52.082,12032,27458,27.458,-1110
2026-04-26 18:57:52.103,12033,63411,63.411,38706
2026-04-26 18:57:52.123,12034,38000,38.000,-27236
2026-04-26 18:57:52.203,12038,32661,32.661,186
2026-04-26 18:57:52.265,11638,29989,29.989,186
2026-04-26 18:57:52.483,11564,6262,6.262,-18434
2026-04-26 18:57:52.505,11565,37046,37.046,-19885
2026-04-26 18:57:52.523,11566,5208,5.208,-53517
2026-04-26 18:57:52.603,11570,32758,32.758,186
2026-04-26 18:57:52.867,12032,59125,59.125,31667
2026-04-26 18:57:52.882,12033,50521,50.521,-12890
2026-04-26 18:57:52.993,12038,32855,32.855,194
2026-04-26 18:57:53.065,11638,30185,30.185,196
2026-04-26 18:57:53.283,11564,54232,54.232,47970
2026-04-26 18:57:53.302,11565,4476,4.476,-32570
2026-04-26 18:57:53.322,11566,51064,51.064,45856
2026-04-26 18:57:53.404,11570,32955,32.955,197
2026-04-26 18:57:53.642,12032,58104,58.104,-1021
2026-04-26 18:57:53.665,12033,45486,45.486,-5035
2026-04-26 18:57:53.682,12034,15208,15.208,-22792
2026-04-26 18:57:53.768,12038,33044,33.044,189
2026-04-26 18:57:53.826,11638,30372,30.372,187
2026-04-26 18:57:54.065,11565,23893,23.893,19417
2026-04-26 18:57:54.082,11566,43445,43.445,-7619
2026-04-26 18:57:54.165,11570,33141,33.141,186
2026-04-26 18:57:54.424,12033,3830,3.830,-41656
2026-04-26 18:57:54.446,12034,6517,6.517,-8691
2026-04-26 18:57:54.522,12038,33230,33.230,186
2026-04-26 18:57:54.584,11638,30558,30.558,186
2026-04-26 18:57:54.824,11565,47774,47.774,23881
2026-04-26 18:57:54.843,11566,34753,34.753,-8692
2026-04-26 18:57:54.922,11570,33327,33.327,186
2026-04-26 18:57:55.182,12033,25726,25.726,21896
2026-04-26 18:57:55.204,12034,65236,65.236,58719
2026-04-26 18:57:55.284,12038,33417,33.417,187
2026-04-26 18:57:55.342,11638,30744,30.744,186
2026-04-26 18:57:55.593,11565,40198,40.198,-7576
2026-04-26 18:57:55.614,11566,32444,32.444,-2309
2026-04-26 18:57:55.693,11570,33516,33.516,189
2026-04-26 18:57:55.954,12033,3581,3.581,-22145
2026-04-26 18:57:56.052,12038,33605,33.605,188
2026-04-26 18:57:56.113,11638,30933,30.933,189
2026-04-26 18:57:56.365,11565,36872,36.872,-3326
2026-04-26 18:57:56.465,11570,33705,33.705,189
2026-04-26 18:57:56.726,12033,935,0.935,-2646
2026-04-26 18:57:56.822,12038,33794,33.794,189
2026-04-26 18:57:56.882,11638,31122,31.122,189
2026-04-26 18:57:57.123,11565,32866,32.866,-4006
2026-04-26 18:57:57.222,11570,33891,33.891,186
2026-04-26 18:57:57.494,12033,57619,57.619,56684
2026-04-26 18:57:57.598,12038,33983,33.983,189
2026-04-26 18:57:57.665,11638,31313,31.313,191
2026-04-26 18:57:57.883,11564,45765,45.765,-8467
2026-04-26 18:57:57.903,11565,39260,39.260,6394
2026-04-26 18:57:58.004,11570,34083,34.083,192
2026-04-26 18:57:58.247,12032,2488,2.488,-55616
2026-04-26 18:57:58.265,12033,7704,7.704,-49915
2026-04-26 18:57:58.367,12038,34172,34.172,189
2026-04-26 18:57:58.424,11638,31500,31.500,187
2026-04-26 18:57:58.645,11564,14815,14.815,-30950
2026-04-26 18:57:58.665,11565,39259,39.259,-1
2026-04-26 18:57:58.765,11570,34269,34.269,186
2026-04-26 18:57:59.005,12032,11640,11.640,9152
2026-04-26 18:57:59.023,12033,55124,55.124,47420
2026-04-26 18:57:59.122,12038,34358,34.358,186
2026-04-26 18:57:59.182,11638,31686,31.686,186
2026-04-26 18:57:59.414,11564,7768,7.768,-7047
2026-04-26 18:57:59.433,11565,24060,24.060,-15199
2026-04-26 18:57:59.545,11570,34460,34.460,191
2026-04-26 18:57:59.826,12033,59024,59.024,3900
2026-04-26 18:57:59.933,12038,34557,34.557,199
2026-04-26 18:57:59.996,11638,31885,31.885,199
2026-04-26 18:58:00.249,11565,19912,19.912,-4148
2026-04-26 18:58:00.344,11570,34657,34.657,197
2026-04-26 18:58:00.605,12033,58952,58.952,-72
2026-04-26 18:58:00.715,12038,34748,34.748,191
2026-04-26 18:58:00.773,11638,32076,32.076,191
2026-04-26 18:58:01.016,11565,22558,22.558,2646
2026-04-26 18:58:01.114,11570,34845,34.845,188
2026-04-26 18:58:01.384,12033,59560,59.560,608
2026-04-26 18:58:01.504,12038,34942,34.942,194
2026-04-26 18:58:01.568,11638,32270,32.270,194
2026-04-26 18:58:01.812,11565,20448,20.448,-2110
2026-04-26 18:58:01.914,11570,35042,35.042,197
2026-04-26 18:58:02.184,12033,57450,57.450,-2110
2026-04-26 18:58:02.283,12038,35133,35.133,191
2026-04-26 18:58:02.343,11638,32461,32.461,191
2026-04-26 18:58:02.583,11565,23095,23.095,2647
2026-04-26 18:58:02.683,11570,35230,35.230,188
2026-04-26 18:58:02.965,12033,58738,58.738,1288
2026-04-26 18:58:03.065,12038,35325,35.325,192
2026-04-26 18:58:03.124,11638,32652,32.652,191
2026-04-26 18:58:03.376,11565,22344,22.344,-751
2026-04-26 18:58:03.487,11570,35427,35.427,197
2026-04-26 18:58:03.754,12033,57987,57.987,-751
2026-04-26 18:58:03.854,12038,35518,35.518,193
2026-04-26 18:58:03.913,11638,32846,32.846,194
2026-04-26 18:58:04.145,11565,42265,42.265,19921
2026-04-26 18:58:04.243,11570,35613,35.613,186
2026-04-26 18:58:04.483,12032,26099,26.099,14459
2026-04-26 18:58:04.504,12033,3672,3.672,-54315
2026-04-26 18:58:04.604,12038,35702,35.702,184
2026-04-26 18:58:04.665,11638,33030,33.030,184
2026-04-26 18:58:04.883,11564,15444,15.444,7676
2026-04-26 18:58:04.904,11565,35228,35.228,-7037
2026-04-26 18:58:05.004,11570,35799,35.799,186
2026-04-26 18:58:05.243,12032,54502,54.502,28403
2026-04-26 18:58:05.265,12033,4608,4.608,936
2026-04-26 18:58:05.367,12038,35889,35.889,187
2026-04-26 18:58:05.424,11638,33216,33.216,186
2026-04-26 18:58:05.665,11564,54232,54.232,38788
2026-04-26 18:58:05.695,11565,6385,6.385,-28843
2026-04-26 18:58:05.793,11570,35993,35.993,194
2026-04-26 18:58:06.049,12032,58104,58.104,3602
2026-04-26 18:58:06.084,12033,39252,39.252,34644
2026-04-26 18:58:06.184,12038,36090,36.090,201
2026-04-26 18:58:06.244,11638,33417,33.417,201
2026-04-26 18:58:06.483,11565,6327,6.327,-58
2026-04-26 18:58:06.586,11570,36187,36.187,194
2026-04-26 18:58:06.855,12033,35926,35.926,-3326
2026-04-26 18:58:06.965,12038,36281,36.281,191
2026-04-26 18:58:07.029,11638,33610,33.610,193
2026-04-26 18:58:07.274,11565,7078,7.078,751
2026-04-26 18:58:07.376,11570,36381,36.381,194
2026-04-26 18:58:07.644,12033,38036,38.036,2110
2026-04-26 18:58:07.745,12038,36472,36.472,191
2026-04-26 18:58:07.803,11638,33800,33.800,190
2026-04-26 18:58:08.054,11565,5791,5.791,-1287
2026-04-26 18:58:08.165,11570,36574,36.574,193
2026-04-26 18:58:08.433,12033,20104,20.104,-17932
2026-04-26 18:58:08.533,12038,36666,36.666,194
2026-04-26 18:58:08.594,11638,33994,33.994,194
2026-04-26 18:58:08.835,11565,54755,54.755,48964
2026-04-26 18:58:08.854,11566,49528,49.528,17084
2026-04-26 18:58:08.945,11570,36766,36.766,192
2026-04-26 18:58:09.183,12032,53836,53.836,-4268
2026-04-26 18:58:09.204,12033,19558,19.558,-546
2026-04-26 18:58:09.224,12034,38000,38.000,-27236
2026-04-26 18:58:09.305,12038,36855,36.855,189
2026-04-26 18:58:09.365,11638,34183,34.183,189
2026-04-26 18:58:09.590,11564,6768,6.768,-47464
2026-04-26 18:58:09.604,11565,4476,4.476,-50279
2026-04-26 18:58:09.623,11566,2339,2.339,-47189
2026-04-26 18:58:09.704,11570,36952,36.952,186
2026-04-26 18:58:09.948,12032,10640,10.640,-43196
2026-04-26 18:58:09.973,12033,38684,38.684,19126
2026-04-26 18:58:09.985,12034,17815,17.815,-20185
2026-04-26 18:58:10.074,12038,37044,37.044,189
2026-04-26 18:58:10.133,11638,34371,34.371,188
2026-04-26 18:58:10.384,11565,16997,16.997,12521
2026-04-26 18:58:10.409,11566,45908,45.908,43569
2026-04-26 18:58:10.485,11570,37143,37.143,191
2026-04-26 18:58:10.745,12033,62343,62.343,23659
2026-04-26 18:58:10.765,12034,9073,9.073,-8742
2026-04-26 18:58:10.843,12038,37232,37.232,188
2026-04-26 18:58:10.904,11638,34560,34.560,189
2026-04-26 18:58:11.169,11565,41388,41.388,24391
2026-04-26 18:58:11.184,11566,37077,37.077,-8831
2026-04-26 18:58:11.268,11570,37334,37.334,191
2026-04-26 18:58:11.523,12033,21193,21.193,-41150
2026-04-26 18:58:11.543,12034,212,0.212,-8861
2026-04-26 18:58:11.633,12038,37426,37.426,194
2026-04-26 18:58:11.683,11638,34751,34.751,191
2026-04-26 18:58:11.943,11565,9759,9.759,-31629
2026-04-26 18:58:11.965,11566,32444,32.444,-4633
2026-04-26 18:58:12.044,11570,37526,37.526,192
2026-04-26 18:58:12.314,12033,38540,38.540,17347
2026-04-26 18:58:12.337,12034,65236,65.236,65024
2026-04-26 18:58:12.414,12038,37618,37.618,192
2026-04-26 18:58:12.476,11638,34945,34.945,194
2026-04-26 18:58:12.715,11565,4935,4.935,-4824
2026-04-26 18:58:12.818,11570,37715,37.715,189
2026-04-26 18:58:13.075,12033,33855,33.855,-4685
2026-04-26 18:58:13.174,12038,37804,37.804,186
2026-04-26 18:58:13.236,11638,35132,35.132,187
2026-04-26 18:58:13.475,11565,250,0.250,-4685
2026-04-26 18:58:13.573,11570,37901,37.901,186
2026-04-26 18:58:13.835,12033,29847,29.847,-4008
2026-04-26 18:58:13.934,12038,37990,37.990,186
2026-04-26 18:58:13.994,11638,35318,35.318,186
2026-04-26 18:58:14.214,11564,6515,6.515,-253
2026-04-26 18:58:14.236,11565,35850,35.850,35600
2026-04-26 18:58:14.346,11570,38090,38.090,189
2026-04-26 18:58:14.593,12032,51291,51.291,40651
2026-04-26 18:58:14.614,12033,7704,7.704,-22143
2026-04-26 18:58:14.717,12038,38182,38.182,192
2026-04-26 18:58:14.774,11638,35509,35.509,191
2026-04-26 18:58:14.985,11564,51854,51.854,45339
2026-04-26 18:58:15.006,11565,39260,39.260,3410
2026-04-26 18:58:15.124,11570,38281,38.281,191
2026-04-26 18:58:15.366,12032,30081,30.081,-21210
2026-04-26 18:58:15.385,12033,2879,2.879,-4825
2026-04-26 18:58:15.487,12038,38370,38.370,188
